x,y,z
614252.137953,270381.397078,-11871.345703
614276.606683,270381.996466,-11866.287109
614301.052542,270382.679706,-11861.60498
614325.443863,270383.42207,-11856.330566
614349.759625,270384.341406,-11850.90332
614374.031634,270385.301499,-11844.949219
614398.160869,270386.559448,-11838.229004
614422.279882,270387.792309,-11831.172852
614446.229466,270389.371032,-11823.060059
614470.18538,270390.891989,-11814.664063
614493.956377,270392.781071,-11805.17334
614517.763701,270394.560891,-11795.566406
614541.411424,270396.649977,-11785.268555
614565.103198,270398.619572,-11774.842773
614588.710283,270400.743966,-11764.471191
614612.361532,270402.758571,-11753.97168
614636.005575,270404.762105,-11744.421875
614659.68435,270406.688258,-11734.554688
614683.433246,270408.441186,-11726.481445
614707.210053,270410.142427,-11717.964355
614731.103769,270411.571764,-11711.644531
614754.998985,270413.01422,-11704.652832
614779.023804,270414.159557,-11699.871582
614803.044856,270415.336418,-11694.388672
614827.160708,270416.2927,-11690.584473
614851.250937,270417.326687,-11685.988281
614875.443568,270418.12922,-11683.056152
614899.644265,270418.950658,-11679.793945
614923.906532,270419.628626,-11677.663086
614948.16415,270420.352486,-11675.073242
614972.49379,270420.925551,-11673.626953
614996.811551,270421.559013,-11671.644043
615021.15854,270422.135466,-11670.322754
615045.486436,270422.785662,-11668.414551
615069.748452,270423.582586,-11666.121582
615094.0119,270424.411666,-11663.543945
615118.168512,270425.485365,-11659.672852
615142.315783,270426.616221,-11655.682129
615166.332742,270428.054157,-11650.170898
615190.378371,270429.47657,-11644.707031
615214.315994,270431.186115,-11637.928711
615238.28841,270432.865558,-11631.396484
615262.223157,270434.715104,-11624.298828
615286.179218,270436.55046,-11617.255859
615310.117774,270438.539628,-11610.211914
615334.089804,270440.464104,-11603.410645
615358.185888,270442.280876,-11597.550781
615382.260207,270444.111685,-11591.761719
615406.521064,270445.721989,-11587.666016
615430.799214,270447.238552,-11583.848145
615455.25332,270448.557714,-11581.512207
615479.726204,270449.763733,-11579.24707
615504.363152,270450.786722,-11578.439453
615529.019784,270451.682171,-11577.789063
615553.822234,270452.41837,-11578.328125
615578.65681,270453.000536,-11579.159668
615603.616017,270453.451803,-11580.564453
615628.568887,270453.826468,-11582.211914
615653.592192,270454.157628,-11583.919922
615678.624466,270454.398172,-11585.804199
615703.735438,270454.557813,-11587.574707
615728.820495,270454.710065,-11589.049805
615753.972783,270454.784413,-11590.357422
615779.089618,270454.891652,-11591.138184
615804.331211,270454.790374,-11592.0625
615829.514645,270454.791033,-11592.15918
615854.797324,270454.614605,-11592.255371
615880.059568,270454.496595,-11591.678223
615905.458606,270454.119219,-11591.473145
615930.824771,270453.849693,-11590.468262
615956.263281,270453.4348,-11589.708008
615981.743408,270453.008484,-11588.933105
616007.265248,270452.503562,-11587.897461
616032.817669,270452.020344,-11586.875488
616058.456997,270451.397266,-11585.752441
616084.167999,270450.726206,-11584.961914
616109.993803,270449.898742,-11584.054688
616135.876154,270449.041226,-11583.218262
616161.930772,270447.967918,-11582.892578
616188.047328,270446.835759,-11582.852539
616214.225785,270445.730534,-11583.083008
616240.506083,270444.46185,-11583.879883
616266.751764,270443.434899,-11583.785156
616293.022353,270442.338405,-11583.700684
616319.229785,270441.562829,-11581.909668
616345.393546,270440.796922,-11579.373535
616371.549812,270440.256915,-11575.399414
616397.657021,270439.715808,-11570.587891
616423.789331,270439.300502,-11565.456543
616449.838111,270438.95834,-11559.178711
616476.039287,270438.449598,-11554.861816
616502.205441,270437.96731,-11549.936035
616528.493994,270437.287034,-11547.743164
616554.851762,270436.501491,-11545.882813
616581.249358,270435.600856,-11546.551758
616607.729127,270434.606634,-11548.246094
616634.09456,270433.730784,-11551.384766
616660.614567,270432.658689,-11556.339355
616686.952348,270431.824339,-11560.951172
616713.481923,270430.726822,-11567.711426
616739.751521,270430.02382,-11573.394043
616766.17668,270429.098935,-11580.665039
616792.287223,270428.683481,-11586.395508
616818.559693,270428.011198,-11593.436523
616844.47215,270427.933965,-11599.546875
616870.555761,270427.571044,-11606.65332
616897.388377,270427.842359,-11613.263184
616923.281827,270427.783278,-11620.60791
616948.671077,270428.399839,-11627.188477
616975.588256,270428.613313,-11634.563965
617000.803937,270429.506573,-11641.348633
617026.279601,270429.98491,-11648.52002
617051.350319,270431.115708,-11655.699707
617076.677223,270431.82961,-11662.494141
617101.694732,270433.056011,-11670.123535
617126.917865,270433.939144,-11676.843262
617151.947693,270435.147943,-11683.620117
617176.955646,270436.379458,-11689.53125
617201.670007,270438.08999,-11693.694336
617226.190314,270440.086073,-11697.197266
617250.210364,270442.883355,-11699.015137
617274.15566,270445.778434,-11699.116699
617297.081565,270450.344259,-11696.743164
617321.054149,270453.236323,-11694.061035
617345.066231,270456.399821,-11689.978027
617365.788371,270441.190801,-11686.641602
617365.788371,270441.190801,-11686.641602
617398.514962,270464.704712,-11676.418945
617447.084399,270397.701341,-12463.620117
617500.853393,270417.643738,-12459.393555
617523.425938,270422.257977,-12458.050781
617541.381832,270432.647392,-12456.200195
617564.761142,270436.519823,-12454.635254
617589.690652,270438.567501,-12452.523438
617613.813345,270441.490487,-12451.521484
617637.302555,270445.673156,-12449.947266
617661.503596,270448.490815,-12449.661133
617685.500061,270451.535499,-12448.770996
617710.065954,270453.589338,-12449.142578
617734.632117,270455.487655,-12449.07373
617759.374292,270457.151061,-12450.066406
617783.95437,270459.044209,-12450.706543
617808.833089,270460.329898,-12452.055664
617833.647559,270461.634549,-12453.136719
617858.635221,270462.557189,-12454.658691
617883.539635,270463.609199,-12455.96582
617908.584432,270464.255704,-12457.536133
617933.555968,270464.996445,-12458.964844
617958.609573,270465.47259,-12460.520996
617983.609745,270465.974775,-12462.147461
618008.637494,270466.394712,-12463.796387
618033.608343,270466.884104,-12465.633301
618058.60017,270467.303679,-12467.46582
618083.536441,270467.844773,-12469.663574
618108.492285,270468.263134,-12471.978516
618133.411908,270468.729063,-12474.52832
618158.374525,270469.021095,-12477.625977
618183.302048,270469.273621,-12480.731934
618208.271433,270469.415619,-12484.855469
618233.181768,270469.544031,-12488.78125
618258.172415,270469.568073,-12494.111328
618283.054503,270469.714639,-12499.010254
618308.065224,270469.708421,-12505.364258
618332.952121,270469.925404,-12511.317383
618357.978889,270469.978157,-12518.337402
618382.86781,270470.331337,-12525.064941
618407.891495,270470.522016,-12532.301758
618432.782827,270471.042303,-12539.321289
618457.779173,270471.411142,-12546.279785
618482.630589,270472.154334,-12553.060059
618507.550231,270472.76044,-12559.248535
618532.341278,270473.727932,-12565.319336
618557.171211,270474.564088,-12570.365234
618581.864949,270475.752915,-12575.446289
618606.593493,270476.787107,-12579.162109
618631.218399,270478.095736,-12583.08252
618655.877446,270479.242387,-12585.563477
618680.462052,270480.596537,-12588.4375
618705.078963,270481.799486,-12590.04541
618729.630673,270483.187313,-12592.141602
618754.257393,270484.386023,-12593.39209
618778.828565,270485.775998,-12595.189941
618803.503392,270486.940497,-12596.678223
618828.120323,270488.307999,-12598.625488
618852.907807,270489.356219,-12600.804688
618877.632509,270490.624799,-12603.388672
618902.548305,270491.527527,-12606.562012
618927.404371,270492.651179,-12609.916016
618952.451453,270493.388018,-12614.013184
618977.447193,270494.333409,-12618.355957
619002.621219,270494.894909,-12623.391113
619027.713982,270495.691176,-12628.454102
619052.969219,270496.101198,-12634.100098
619078.183329,270496.687767,-12640.117676
619103.539654,270496.900402,-12646.536133
619128.848394,270497.284672,-12653.333496
619154.306082,270497.289468,-12660.549805
619179.754783,270497.412522,-12668.572266
619205.361828,270497.154017,-12677.132813
619230.966081,270496.995168,-12686.665039
619256.738835,270496.46011,-12696.983887
619282.54282,270495.972257,-12708.5
619308.496388,270495.141612,-12720.762695
619334.50089,270494.325892,-12734.357422
619360.625508,270493.211338,-12748.484375
619386.800335,270492.106734,-12763.828125
619413.06064,270490.759425,-12778.956055
619439.36549,270489.419176,-12795.282227
619465.661345,270487.952854,-12810.530273
619491.979999,270486.526008,-12826.572754
619518.227117,270485.060209,-12840.76416
619544.477233,270483.651296,-12855.526855
619570.614611,270482.265087,-12868.106445
619596.723275,270480.972666,-12880.675781
619622.751547,270479.667765,-12891.387695
619648.704741,270478.501839,-12901.688965
619674.662858,270477.230758,-12911.063965
619700.514484,270476.123512,-12919.492188
619726.485952,270474.783408,-12928.345215
619752.321927,270473.628704,-12935.960938
619778.391894,270472.104733,-12945.448242
619804.304797,270470.78773,-12953.382813
619830.538327,270468.999202,-12964.254395
619856.607521,270467.41864,-12973.59082
619883.006752,270465.345255,-12986.111328
619909.253613,270463.4668,-12997.075195
619935.768698,270461.16992,-13010.621582
619962.174012,270459.01952,-13023.125977
619988.73489,270456.596051,-13036.915039
620015.203108,270454.292229,-13049.915527
620041.68001,270451.912641,-13062.648438
620068.137103,270449.561701,-13075.427246
620094.486221,270447.287532,-13086.588867
620120.849755,270445.003175,-13098.167969
620147.069661,270442.848845,-13107.852051
620173.318877,270440.668837,-13118.208984
620199.414732,270438.626969,-13126.571777
620225.550432,270436.562995,-13135.669434
620251.51356,270434.654113,-13142.593262
620277.496198,270432.750044,-13150.056641
620303.427285,270430.85737,-13156.721191
620330.128414,270402.48472,-13164.793945
609331.241268,270413.907067,-12646.019531
609381.910615,270413.167086,-12644.230469
609407.228576,270412.858279,-12643.437012
609432.546537,270412.549472,-12642.643555
609457.883025,270412.229172,-12642.01416
609483.219513,270411.908872,-12641.384766
609508.593843,270411.538441,-12641.238281
609533.968174,270411.168011,-12641.091797
609559.383616,270410.731825,-12641.592285
609584.799058,270410.295639,-12642.092773
609610.263675,270409.769842,-12643.283691
609635.728291,270409.244046,-12644.474609
609661.236375,270408.632978,-12646.422852
609686.744458,270408.021909,-12648.371094
609712.289743,270407.322859,-12650.939941
609737.835028,270406.623809,-12653.508789
609763.405112,270405.854659,-12656.556641
609788.975196,270405.085509,-12659.604492
609814.558616,270404.264041,-12662.869141
609840.142037,270403.442574,-12666.133789
609865.72324,270402.597833,-12669.359375
609891.304444,270401.753091,-12672.584961
609916.858852,270400.931861,-12675.440918
609942.41326,270400.110631,-12678.296875
609967.928963,270399.333635,-12680.509766
609993.444665,270398.556638,-12682.722656
610018.900931,270397.859523,-12684.049805
610044.357196,270397.162408,-12685.376953
610069.745095,270396.559286,-12685.717773
610095.132994,270395.956164,-12686.058594
610120.448047,270395.456413,-12685.395996
610145.7631,270394.956661,-12684.733398
610171.012327,270394.543249,-12683.244141
610196.261553,270394.129837,-12681.754883
610221.4507,270393.785833,-12679.609375
610246.639847,270393.441829,-12677.463867
610271.779114,270393.139249,-12674.90918
610296.91838,270392.836669,-12672.354492
610322.021916,270392.546542,-12669.566406
610347.125452,270392.256415,-12666.77832
610372.201257,270391.963906,-12663.880859
610397.277062,270391.671397,-12660.983398
610422.325863,270391.378196,-12658.005859
610447.374664,270391.084994,-12655.02832
610472.402572,270390.782025,-12651.973145
610497.43048,270390.479056,-12648.917969
610522.432338,270390.180642,-12645.719727
610547.434196,270389.882228,-12642.521484
610572.404532,270389.597684,-12639.17627
610597.374869,270389.313139,-12635.831055
610622.313196,270389.040637,-12632.333008
610647.251522,270388.768134,-12628.834961
610672.159364,270388.500456,-12625.250488
610697.067206,270388.232778,-12621.666016
610721.954102,270387.961216,-12618.056152
610746.840998,270387.689653,-12614.446289
610771.711281,270387.41275,-12610.881348
610796.581564,270387.135846,-12607.316406
610821.444773,270386.842105,-12603.799316
610846.307982,270386.548365,-12600.282227
610871.154777,270386.25967,-12596.774414
610896.001573,270385.970975,-12593.266602
610920.828881,270385.699328,-12589.657715
610945.656188,270385.427681,-12586.048828
610970.462456,270385.189119,-12582.226074
610995.268724,270384.950557,-12578.40332
611020.049478,270384.761086,-12574.270996
611044.830233,270384.571614,-12570.138672
611069.578262,270384.452848,-12565.646973
611094.326291,270384.334083,-12561.155273
611119.049694,270384.277294,-12556.388184
611143.773098,270384.220505,-12551.621094
611168.48059,270384.221751,-12546.666504
611193.188082,270384.222998,-12541.711914
611217.899853,270384.246325,-12536.758789
611242.611625,270384.269651,-12531.805664
611267.336831,270384.300476,-12526.977051
611292.062038,270384.331301,-12522.148438
611316.806947,270384.358049,-12517.509277
611341.551856,270384.384796,-12512.870117
611366.316193,270384.408849,-12508.438477
611391.08053,270384.432901,-12504.006836
611415.863542,270384.451389,-12499.666504
611440.646554,270384.469877,-12495.326172
611465.439255,270384.505146,-12491.041016
611490.231956,270384.540415,-12486.755859
611515.040921,270384.586265,-12482.408691
611539.849886,270384.632115,-12478.061523
611564.674099,270384.696977,-12473.675781
611589.498311,270384.761839,-12469.290039
611614.343875,270384.838137,-12464.923828
611639.189438,270384.914435,-12460.557617
611664.070205,270384.985399,-12456.390137
611688.950971,270385.056363,-12452.222656
611713.880963,270385.086322,-12448.400879
611738.810954,270385.11628,-12444.579102
611763.806139,270385.080262,-12441.25293
611788.801324,270385.044243,-12437.926758
611813.864405,270384.939112,-12435.105957
611838.927486,270384.833981,-12432.285156
611864.046679,270384.686142,-12429.811523
611889.165872,270384.538303,-12427.337891
611914.316969,270384.387236,-12424.930664
611939.468065,270384.236169,-12422.523438
611964.620325,270384.142769,-12419.714355
611989.772585,270384.049369,-12416.905273
612014.901659,270384.061029,-12413.36377
612040.030734,270384.072689,-12409.822266
612065.111706,270384.236439,-12405.212891
612090.192679,270384.400189,-12400.603516
612115.223259,270384.711543,-12395.013672
612140.253838,270385.022897,-12389.423828
612165.249003,270385.440528,-12383.07373
612190.244168,270385.85816,-12376.723633
612215.240365,270386.292724,-12370.194824
612240.236562,270386.727289,-12363.666016
612265.270056,270387.085021,-12357.516602
612290.30355,270387.442753,-12351.367188
612315.408292,270387.648443,-12346.079102
612340.513035,270387.854132,-12340.791016
612365.701087,270387.887518,-12336.469727
612390.889139,270387.920903,-12332.148438
612416.145962,270387.81352,-12328.604004
612441.402785,270387.706137,-12325.05957
612466.69417,270387.524465,-12321.783203
612491.985555,270387.342794,-12318.506836
612517.263212,270387.189368,-12314.89209
612542.540869,270387.035941,-12311.277344
612567.76707,270386.985392,-12306.850586
612592.993271,270386.934843,-12302.423828
612618.143613,270387.033266,-12296.992188
612643.293956,270387.131689,-12291.560547
612668.368068,270387.363726,-12285.164063
612693.44218,270387.595762,-12278.767578
612718.466369,270387.899278,-12271.813477
612743.490558,270388.202794,-12264.859375
612768.485179,270388.532525,-12257.70166
612793.479801,270388.862256,-12250.543945
612818.48142,270389.136581,-12243.62207
612843.48304,270389.410907,-12236.700195
612868.489801,270389.617695,-12230.105957
612893.496563,270389.824483,-12223.511719
612918.507694,270389.960195,-12217.286621
612943.518825,270390.095907,-12211.061523
612968.520221,270390.185658,-12204.987793
612993.521618,270390.275409,-12198.914063
613018.497059,270390.349542,-12192.812988
613043.472501,270390.423674,-12186.711914
613068.408436,270390.511543,-12180.429688
613093.344372,270390.599411,-12174.147461
613118.234574,270390.711106,-12167.649414
613143.124777,270390.8228,-12161.151367
613167.981329,270390.945189,-12154.582031
613192.83788,270391.067577,-12148.012695
613217.678585,270391.167859,-12141.561035
613242.519289,270391.268141,-12135.109375
613267.353727,270391.331338,-12128.975586
613292.188165,270391.394535,-12122.841797
613317.027889,270391.408516,-12117.111328
613341.867613,270391.422497,-12111.380859
613366.701095,270391.416914,-12105.983887
613391.534576,270391.411331,-12100.586914
613416.350493,270391.420241,-12095.307617
613441.166409,270391.429151,-12090.02832
613465.947383,270391.487905,-12084.614258
613490.728357,270391.546659,-12079.200195
613515.455472,270391.695004,-12073.349609
613540.182587,270391.843349,-12067.499023
613564.845245,270392.109557,-12061.107422
613589.507904,270392.375764,-12054.71582
613614.105288,270392.759776,-12047.746094
613638.702673,270393.143788,-12040.776367
613663.245048,270393.626923,-12033.377441
613687.787423,270394.110057,-12025.978516
613712.307198,270394.631439,-12018.376953
613736.826972,270395.15282,-12010.775391
613761.341548,270395.678615,-12003.209473
613785.856124,270396.20441,-11995.643555
613810.380232,270396.708788,-11988.296387
613834.90434,270397.213166,-11980.949219
613859.448458,270397.681951,-11973.87207
613883.992577,270398.150735,-11966.794922
613908.551642,270398.59223,-11959.950195
613933.110708,270399.033725,-11953.105469
613957.680393,270399.457,-11946.42627
613982.250077,270399.880276,-11939.74707
614006.817168,270400.306799,-11933.188477
614031.384258,270400.733322,-11926.629883
614055.942611,270401.174784,-11920.263672
614080.500964,270401.616246,-11913.897461
614105.05158,270402.070764,-11907.850586
614129.602196,270402.525282,-11901.803711
614154.133091,270403.013478,-11896.160156
614178.663985,270403.501673,-11890.516602
614203.178278,270404.017341,-11885.278809
614227.69257,270404.533009,-11880.041016
614252.161301,270405.132397,-11874.982422
614276.630031,270405.731784,-11869.923828
614301.021352,270406.474148,-11864.649414
614325.412672,270407.216512,-11859.375
614349.684681,270408.176605,-11853.420898
614373.95669,270409.136698,-11847.466797
614398.075702,270410.369559,-11840.410645
614422.194714,270411.602419,-11833.354492
614446.150628,270413.123376,-11824.958496
614470.106543,270414.644333,-11816.5625
614493.913867,270416.424153,-11806.955566
614517.721192,270418.203973,-11797.348633
614541.412966,270420.173568,-11786.922852
614565.104739,270422.143163,-11776.49707
614588.755989,270424.157768,-11765.997559
614612.407238,270426.172373,-11755.498047
614636.086013,270428.098526,-11745.630859
614659.764788,270430.024679,-11735.763672
614683.541596,270431.725919,-11727.246582
614707.318403,270433.42716,-11718.729492
614731.213618,270434.869616,-11711.737793
614755.108834,270436.312072,-11704.746094
614779.129885,270437.488933,-11699.263184
614803.150937,270438.665794,-11693.780273
614827.241166,270439.699781,-11689.184082
614851.331395,270440.733767,-11684.587891
614875.532091,270441.555205,-11681.325684
614899.732788,270442.376643,-11678.063477
614923.990407,270443.100503,-11675.473633
614948.248025,270443.824363,-11672.883789
614972.565787,270444.457825,-11670.900879
614996.883548,270445.091287,-11668.917969
615021.211444,270445.741482,-11667.009766
615045.53934,270446.391678,-11665.101563
615069.802788,270447.220758,-11662.523926
615094.066237,270448.049838,-11659.946289
615118.213508,270449.180694,-11655.955566
615142.360779,270450.31155,-11651.964844
615166.406408,270451.733963,-11646.500977
615190.452037,270453.156376,-11641.037109
615214.424453,270454.83582,-11634.504883
615238.396868,270456.515263,-11627.972656
615262.352929,270458.35062,-11620.929688
615286.308989,270460.185976,-11613.886719
615310.281019,270462.110451,-11607.085449
615334.253049,270464.034927,-11600.28418
615358.327368,270465.865736,-11594.495117
615382.401688,270467.696546,-11588.706055
615406.679838,270469.213109,-11584.888184
615430.957988,270470.729672,-11581.070313
615455.430873,270471.935691,-11578.805176
615479.903757,270473.14171,-11576.540039
615504.560389,270474.037159,-11575.889648
615529.217021,270474.932608,-11575.239258
615554.051597,270475.514774,-11576.070801
615578.886172,270476.096939,-11576.902344
615603.839043,270476.471605,-11578.549805
615628.791914,270476.846271,-11580.197266
615653.824187,270477.086815,-11582.081543
615678.856461,270477.327358,-11583.96582
615703.941519,270477.47961,-11585.440918
615729.026576,270477.631861,-11586.916016
615754.143411,270477.7391,-11587.696777
615779.260246,270477.84634,-11588.477539
615804.44368,270477.846998,-11588.574219
615829.627114,270477.847657,-11588.670898
615854.889359,270477.729647,-11588.09375
615880.151604,270477.611637,-11587.516602
615905.517769,270477.34211,-11586.511719
615930.883934,270477.072584,-11585.506836
615956.364061,270476.646268,-11584.731934
615981.844188,270476.219952,-11583.957031
616007.396609,270475.736735,-11582.935059
616032.94903,270475.253518,-11581.913086
616058.660032,270474.582457,-11581.122559
616084.371034,270473.911397,-11580.332031
616110.253385,270473.053881,-11579.495605
616136.135736,270472.196366,-11578.65918
616162.252292,270471.064207,-11578.619141
616188.368848,270469.932049,-11578.579102
616214.649146,270468.663365,-11579.375977
616240.929445,270467.394681,-11580.172852
616267.200034,270466.298187,-11580.088379
616293.470623,270465.201693,-11580.003906
616319.634384,270464.435787,-11577.467773
616345.798145,270463.66988,-11574.931641
616371.905354,270463.128773,-11570.120117
616398.012563,270462.587666,-11565.308594
616424.061343,270462.245504,-11559.030762
616450.110123,270461.903342,-11552.75293
616476.276277,270461.421054,-11547.827148
616502.442431,270460.938767,-11542.901367
616528.800199,270460.153224,-11541.041016
616555.157967,270459.367681,-11539.180664
616581.637737,270458.373459,-11540.875
616608.117506,270457.379237,-11542.569336
616634.637513,270456.307142,-11547.523926
616661.15752,270455.235046,-11552.478516
616687.687095,270454.137529,-11559.23877
616714.21667,270453.040013,-11565.999023
616740.641829,270452.115127,-11573.27002
616767.066988,270451.190242,-11580.541016
616793.339458,270450.517959,-11587.582031
616819.611928,270449.845676,-11594.623047
616845.695539,270449.482755,-11601.729492
616871.779151,270449.119834,-11608.835938
616897.672601,270449.060753,-11616.180664
616923.566051,270449.001672,-11623.525391
616950.48323,270449.215146,-11630.900879
616977.400409,270449.428621,-11638.276367
617002.876073,270449.906957,-11645.447754
617028.351737,270450.385294,-11652.619141
617053.678641,270451.099195,-11659.413574
617079.005545,270451.813097,-11666.208008
617104.228678,270452.696229,-11672.927734
617129.451811,270453.579362,-11679.647461
617154.459763,270454.810877,-11685.558594
617179.467716,270456.042392,-11691.469727
617203.988023,270458.038474,-11694.972656
617228.508331,270460.034557,-11698.475586
617252.453627,270462.929636,-11698.577148
617276.398923,270465.824714,-11698.678711
617300.371507,270468.716778,-11695.996582
617324.344091,270471.608842,-11693.314453
617348.275443,270474.603685,-11687.758301
617372.206796,270477.598528,-11682.202148
617396.64135,270479.265864,-11675.786133
617421.075905,270480.9332,-11669.370117
617471.24776,270411.543456,-12461.128906
617507.027309,270431.973385,-12457.447266
617507.027309,270431.973385,-12457.447266
617542.939098,270452.752214,-12453.746094
617542.939098,270452.752214,-12453.746094
617592.798119,270456.847569,-12449.522461
617616.28733,270461.030238,-12447.948242
617639.77654,270465.212907,-12446.374023
617663.773006,270468.257591,-12445.483887
617687.769471,270471.302275,-12444.59375
617712.335635,270473.200592,-12444.524902
617736.901798,270475.098909,-12444.456055
617761.481876,270476.992057,-12445.096191
617786.061954,270478.885205,-12445.736328
617810.876424,270480.189857,-12446.817383
617835.690894,270481.494508,-12447.898438
617860.595307,270482.546518,-12449.205566
617885.499721,270483.598527,-12450.512695
617910.471258,270484.339268,-12451.941406
617935.442794,270485.080009,-12453.370117
617960.442966,270485.582194,-12454.996582
617985.443139,270486.084379,-12456.623047
618010.413987,270486.573771,-12458.459961
618035.384836,270487.063164,-12460.296875
618060.321107,270487.604258,-12462.494629
618085.257377,270488.145351,-12464.692383
618110.177001,270488.61128,-12467.242188
618135.096625,270489.077209,-12469.791992
618160.024147,270489.329735,-12472.897949
618184.95167,270489.582262,-12476.003906
618209.862005,270489.710674,-12479.929688
618234.772341,270489.839086,-12483.855469
618259.654429,270489.985651,-12488.754395
618284.536517,270490.132217,-12493.65332
618309.423414,270490.3492,-12499.606445
618334.310311,270490.566183,-12505.55957
618359.199232,270490.919363,-12512.287109
618384.088154,270491.272543,-12519.014648
618408.979486,270491.792829,-12526.03418
618433.870818,270492.313115,-12533.053711
618458.722234,270493.056307,-12539.833984
618483.57365,270493.799498,-12546.614258
618508.364697,270494.766991,-12552.685059
618533.155745,270495.734484,-12558.755859
618557.849483,270496.923311,-12563.836914
618582.543221,270498.112138,-12568.917969
618607.168127,270499.420768,-12572.838379
618631.793033,270500.729397,-12576.758789
618656.377638,270502.083547,-12579.632813
618680.962244,270503.437697,-12582.506836
618705.513954,270504.825524,-12584.603027
618730.065664,270506.213351,-12586.699219
618754.636835,270507.603326,-12588.49707
618779.208006,270508.993301,-12590.294922
618803.824938,270510.360803,-12592.242188
618828.44187,270511.728305,-12594.189453
618853.166571,270512.996885,-12596.773438
618877.891272,270514.265465,-12599.357422
618902.747338,270515.389117,-12602.711426
618927.603404,270516.512768,-12606.06543
618952.599144,270517.458159,-12610.408203
618977.594884,270518.40355,-12614.750977
619002.687647,270519.199817,-12619.813965
619027.78041,270519.996084,-12624.876953
619052.99452,270520.582652,-12630.894531
619078.20863,270521.169221,-12636.912109
619103.51737,270521.553491,-12643.709473
619128.826111,270521.93776,-12650.506836
619154.274812,270522.060813,-12658.529297
619179.723514,270522.183866,-12666.551758
619205.327766,270522.025018,-12676.083984
619230.932019,270521.866169,-12685.616211
619256.736004,270521.378317,-12697.132324
619282.539989,270520.890464,-12708.648438
619308.544491,270520.074743,-12722.243164
619334.548993,270519.259023,-12735.837891
619360.72382,270518.154419,-12751.181641
619386.898647,270517.049815,-12766.525391
619413.203498,270515.709566,-12782.851563
619439.508348,270514.369317,-12799.177734
619465.827003,270512.94247,-12815.220215
619492.145657,270511.515624,-12831.262695
619518.395772,270510.106711,-12846.025391
619544.645887,270508.697798,-12860.788086
619570.754552,270507.405376,-12873.357422
619596.863217,270506.112955,-12885.926758
619622.816411,270504.947029,-12896.228027
619648.769605,270503.781103,-12906.529297
619674.621231,270502.673856,-12914.95752
619700.472858,270501.56661,-12923.385742
619726.308834,270500.411906,-12931.001465
619752.144809,270499.257201,-12938.617188
619778.057713,270497.940198,-12946.551758
619803.970616,270496.623195,-12954.486328
619830.03981,270495.042633,-12963.822754
619856.109004,270493.46207,-12973.15918
619882.355865,270491.583615,-12984.123047
619908.602726,270489.70516,-12995.086914
619935.00804,270487.55476,-13007.591309
619961.413354,270485.40436,-13020.095703
619987.881573,270483.100538,-13033.096191
620014.349791,270480.796716,-13046.09668
620040.806885,270478.445776,-13058.875488
620067.263979,270476.094836,-13071.654297
620093.627512,270473.810479,-13083.233398
620119.991046,270471.526122,-13094.8125
620146.240262,270469.346115,-13105.169434
620172.489478,270467.166107,-13115.526367
620198.625178,270465.102133,-13124.624023
620224.760879,270463.038158,-13133.72168
620250.743517,270461.134089,-13141.185059
620276.726155,270459.23002,-13148.648438
620302.684769,270457.334817,-13155.835938
620328.643382,270455.439613,-13163.023438
609331.241268,270413.907067,-12646.019531
609381.963911,270438.569957,-12658.21875
609407.281872,270438.26115,-12657.425293
609432.529961,270438.066487,-12655.72998
609457.866448,270437.746187,-12655.100586
609483.125856,270437.554866,-12653.364746
609508.500187,270437.184436,-12653.218262
609533.788169,270436.959727,-12651.887695
609559.203611,270436.523541,-12652.388184
609584.538024,270436.223443,-12651.70752
609610.002641,270435.697647,-12652.898438
609635.38899,270435.301086,-12653.033691
609660.897074,270434.690018,-12654.981934
609686.33319,270434.192062,-12655.970703
609711.878474,270433.493012,-12658.539551
609737.359526,270432.892201,-12660.286133
609762.92961,270432.123051,-12663.333984
609788.443153,270431.43531,-12665.716309
609814.026573,270430.613842,-12668.980957
609839.559342,270429.860549,-12671.67334
609865.140546,270429.015808,-12674.898926
609890.673396,270428.234531,-12677.606934
609916.227804,270427.4133,-12680.462891
609941.744144,270426.635204,-12682.911133
609967.259847,270425.858207,-12685.124023
609992.737145,270425.124591,-12686.947754
610018.19341,270424.427476,-12688.274902
610043.620439,270423.755812,-12689.334961
610069.008338,270423.15269,-12689.675781
610094.375974,270422.560199,-12689.849121
610119.691027,270422.060448,-12689.186523
610144.994738,270421.551691,-12688.504395
610170.243965,270421.138279,-12687.015137
610195.488513,270420.700934,-12685.594727
610220.67766,270420.35693,-12683.449219
610245.87003,270419.972303,-12681.49707
610271.009297,270419.669723,-12678.942383
610296.157842,270419.317691,-12676.634277
610321.261378,270419.027563,-12673.846191
610346.376911,270418.687506,-12671.346191
610371.452715,270418.394997,-12668.44873
610396.54812,270418.043464,-12665.834473
610421.596921,270417.750262,-12662.856934
610446.665374,270417.402336,-12660.134766
610471.693282,270417.099367,-12657.07959
610496.736381,270416.760451,-12654.197266
610521.738239,270416.462037,-12650.999023
610546.75232,270416.139407,-12647.893066
610571.722657,270415.854863,-12644.547852
610596.704803,270415.55435,-12641.182617
610621.64313,270415.281848,-12637.68457
610646.588694,270415.007786,-12634.091797
610671.496536,270414.740108,-12630.507324
610696.413396,270414.479746,-12626.756348
610721.300292,270414.208183,-12623.146484
610746.190881,270413.959379,-12619.359863
