x,y,z
619105.492039,271279.129359,-11598.918945
619130.47923,271280.063847,-11605.584473
619155.466422,271280.998336,-11612.25
619179.974334,271282.745797,-11618.151855
619204.482247,271284.493258,-11624.053711
619228.087452,271287.763668,-11628.443359
619251.692658,271291.034077,-11632.833008
619275.616826,271293.272449,-11635.827148
619299.540994,271295.51082,-11638.821289
619324.53886,271293.843443,-11640.422363
619349.536725,271292.176066,-11642.023438
619466.74296,271138.168761,-12830.46582
619515.389007,271144.576079,-12856.447266
619515.389007,271144.576079,-12856.447266
619565.088643,271151.296696,-12880.0
619565.088643,271151.296696,-12880.0
619613.305219,271161.126116,-12898.837891
619613.305219,271161.126116,-12898.837891
619659.635722,271172.77366,-12913.412109
619659.635722,271172.77366,-12913.412109
619708.872077,271171.893367,-12922.386719
619732.180487,271175.523842,-12924.663574
619755.488896,271179.154318,-12926.94043
619778.07749,271184.391312,-12927.451172
619800.666084,271189.628307,-12927.961914
619823.458133,271193.971152,-12927.42627
619846.250183,271198.313998,-12926.890625
619869.380044,271201.795467,-12927.167969
619892.509906,271205.276935,-12927.445313
619915.643306,271208.876648,-12929.241699
619938.776707,271212.476362,-12931.038086
619962.217255,271215.636695,-12934.48877
619985.657803,271218.797029,-12937.939453
620009.315236,271221.688056,-12943.210449
620032.972668,271224.579084,-12948.481445
620056.846899,271227.165684,-12955.093262
620080.721129,271229.752283,-12961.705078
620104.820324,271232.00134,-12969.367188
620128.919518,271234.250398,-12977.029297
620153.180799,271236.244792,-12985.336426
620177.44208,271238.239186,-12993.643555
620201.840083,271239.990203,-13002.159668
620226.238085,271241.741219,-13010.675781
620250.715439,271243.305001,-13018.981445
620275.192793,271244.868782,-13027.287109
620299.694013,271246.325013,-13034.637695
620324.195232,271247.781243,-13041.988281
620348.790609,271249.060798,-13049.277344
620373.385986,271250.340353,-13056.566406
609337.131582,271211.15669,-12943.000977
609387.257721,271235.763046,-12945.263672
609412.212393,271235.797088,-12943.661621
609437.15735,271235.830222,-12941.952637
609462.109264,271235.854723,-12940.274902
609487.044195,271235.8914,-12938.34082
609512.011089,271235.884229,-12936.859863
609536.948683,271235.908932,-12934.946289
609561.931375,271235.871895,-12933.725098
609586.870813,271235.892392,-12931.819336
609611.865785,271235.836537,-12930.706543
609636.808432,271235.850813,-12928.731445
609661.811404,271235.775929,-12927.625488
609686.749375,271235.796882,-12925.527344
609711.74982,271235.719242,-12924.261719
609736.688056,271235.737628,-12922.022949
609761.685656,271235.658605,-12920.523926
609786.628471,271235.667528,-12918.211914
609811.62649,271235.583532,-12916.481445
609836.580295,271235.571672,-12914.187012
609861.579605,271235.486072,-12912.262695
609886.551218,271235.444484,-12910.128418
609911.549102,271235.360354,-12908.078613
609936.540233,271235.284407,-12906.158203
609961.535476,271235.200295,-12903.961426
609986.538506,271235.102525,-12902.220703
610011.524302,271235.029142,-12899.836426
610036.534005,271234.917569,-12898.116699
610061.509866,271234.854476,-12895.456543
610086.51902,271234.741016,-12893.588867
610111.487138,271234.689991,-12890.63916
610136.487244,271234.591657,-12888.48291
610161.450737,271234.553659,-12885.320801
610186.446756,271234.470596,-12882.880859
610211.416987,271234.428532,-12879.704102
610236.409262,271234.360204,-12877.100586
610261.398821,271234.295117,-12874.126953
610286.400857,271234.218387,-12871.577148
610311.420381,271234.109765,-12869.017578
610336.440707,271234.010384,-12866.708984
610361.491337,271233.854099,-12864.622559
610386.53882,271233.71283,-12862.702637
610411.619732,271233.508608,-12861.014648
610436.698951,271233.318936,-12859.427734
610461.79832,271233.086214,-12857.921387
610486.89857,271232.867186,-12856.564453
610511.997307,271232.639677,-12854.952637
610537.103347,271232.413976,-12853.56543
610562.184881,271232.220465,-12851.552734
610587.283307,271232.014342,-12849.895508
610612.337769,271231.877189,-12847.281738
610637.415355,271231.718514,-12845.153809
610662.434937,271231.657016,-12841.862305
610687.484822,271231.564554,-12839.151367
610712.473151,271231.581882,-12835.234375
610737.496215,271231.560713,-12831.959473
610762.463362,271231.651893,-12827.588867
610787.466421,271231.697443,-12823.847656
610812.425015,271231.837566,-12819.205566
610837.414983,271231.938361,-12815.158691
610862.373628,271232.111531,-12810.408203
610887.361262,271232.249577,-12806.156738
610912.319493,271232.456659,-12801.306641
610937.300384,271232.634986,-12796.87793
610962.251097,271232.888237,-12791.788574
610987.216539,271233.121899,-12787.012695
611012.136634,271233.455601,-12781.374512
611037.072376,271233.767917,-12775.977051
611061.940293,271234.216874,-12769.434082
611086.816928,271234.65632,-12763.038086
611111.612613,271235.252487,-12755.294434
611136.412562,271235.847466,-12747.630371
611161.124632,271236.606603,-12738.62207
611185.83472,271237.376119,-12729.586914
611210.476468,271238.268908,-12719.534668
611235.112374,271239.181056,-12709.351563
611259.715228,271240.150085,-12698.772949
611284.30239,271241.157879,-12687.925293
611308.908111,271242.12669,-12677.483887
611333.492323,271243.148753,-12666.652344
611358.142475,271244.039859,-12657.002441
611382.766197,271244.995828,-12646.853516
611407.481891,271245.759853,-12638.425781
611432.165536,271246.598549,-12629.44043
611456.95415,271247.208151,-12622.414551
611481.712315,271247.893113,-12614.816895
611506.578087,271248.337505,-12609.148926
611531.404048,271248.868209,-12602.902344
611556.334967,271249.160804,-12598.458008
611581.227051,271249.535402,-12593.433594
611606.227706,271249.665898,-12590.175781
611631.188826,271249.878269,-12586.336426
611656.268471,271249.840958,-12584.376465
611681.298857,271249.895502,-12581.768066
611706.465184,271249.670647,-12581.186035
611731.582062,271249.536811,-12579.992188
611756.833102,271249.117361,-12580.872559
611782.046695,271248.778445,-12581.225098
611807.363378,271248.196785,-12583.280273
611832.654082,271247.668598,-12585.044922
611857.999899,271246.973963,-12587.76709
611883.333697,271246.308566,-12590.493652
611908.654415,271245.602132,-12593.124512
611933.988773,271244.876303,-12596.125
611959.247312,271244.250193,-12597.89209
611984.52722,271243.575749,-12600.244629
612009.695042,271243.110402,-12600.524902
612034.888625,271242.584178,-12601.496582
612059.956293,271242.313978,-12600.050293
612085.039893,271241.999594,-12599.136719
612110.009417,271241.92543,-12595.936523
612134.970118,271241.832194,-12593.053223
612159.844711,271241.917571,-12588.406738
612184.688731,271242.025994,-12583.720215
612209.482655,271242.230993,-12577.939453
612234.233341,271242.486592,-12571.898438
612258.969498,271242.758677,-12565.391113
612283.657695,271243.098703,-12558.481934
612308.364186,271243.397809,-12551.579102
612333.030151,271243.754974,-12544.311523
612357.73302,271244.032508,-12537.358398
612382.4084,271244.351932,-12530.158203
612407.131704,271244.565692,-12523.444824
612431.83511,271244.806883,-12516.669434
612456.587997,271244.932105,-12510.459961
612481.336185,271245.061203,-12504.334961
612506.130932,271245.073797,-12498.799316
612530.921422,271245.086981,-12493.435059
612555.765555,271244.982936,-12488.581055
612580.603866,271244.880609,-12483.90625
612605.479963,271244.693096,-12479.546387
612630.351766,271244.510351,-12475.324707
612655.235953,271244.284311,-12471.088379
612680.107136,271244.075202,-12466.930664
612704.965785,271243.872619,-12462.341797
612729.812744,271243.689279,-12457.790527
612754.617616,271243.570744,-12452.414551
612779.406802,271243.470924,-12447.068848
612804.148452,271243.461845,-12440.613281
612828.873995,271243.480531,-12434.221191
612853.533281,271243.611312,-12426.589844
612878.187612,271243.751526,-12419.124023
612902.781755,271243.993947,-12410.539063
612927.37816,271244.23709,-12402.183594
612951.939519,271244.546712,-12392.989746
612976.506282,271244.840408,-12384.156738
613001.066026,271245.152986,-12374.905273
613025.636334,271245.443751,-12366.025391
613050.234787,271245.691964,-12357.210938
613074.838598,271245.921955,-12348.76709
613099.493244,271246.066376,-12340.80957
613124.14952,271246.205964,-12333.11377
613148.877708,271246.221555,-12326.219238
613173.595233,271246.256276,-12319.436035
613198.400201,271246.132374,-12313.600098
613223.179768,271246.056345,-12307.697266
613248.039656,271245.83516,-12302.65918
613272.87142,271245.668484,-12297.454102
613297.766373,271245.385859,-12292.861328
613322.627231,271245.168112,-12288.035645
613347.521343,271244.888552,-12283.417969
613372.38644,271244.670193,-12278.65918
613397.251693,271244.452928,-12273.685059
613422.098989,271244.277016,-12268.656738
613446.928247,271244.131264,-12263.072754
613471.746849,271244.014117,-12257.595703
613496.541578,271243.950232,-12251.407227
613521.330628,271243.90066,-12245.39209
613546.098174,271243.90471,-12238.723145
613570.865188,271243.924478,-12232.230957
613595.617122,271243.976909,-12225.327148
613620.366624,271244.049144,-12218.498535
613645.113413,271244.124815,-12211.605469
613669.851359,271244.240181,-12204.622559
613694.616161,271244.299019,-12197.907715
613719.35797,271244.423562,-12190.933594
613744.140867,271244.461814,-12184.453613
613768.894382,271244.57632,-12177.58252
613793.691518,271244.599474,-12171.286621
613818.455476,271244.710154,-12164.557129
613843.25224,271244.746766,-12158.339844
613868.024492,271244.856648,-12151.743652
613892.805322,271244.934743,-12145.519531
613917.571611,271245.065951,-12139.032227
613942.340596,271245.176358,-12132.739746
613967.109881,271245.30985,-12126.358887
613991.864913,271245.452715,-12120.026855
614016.630571,271245.598176,-12113.740234
614041.362931,271245.781181,-12107.402344
614066.118802,271245.944684,-12101.223145
614090.832816,271246.16322,-12094.937988
614115.576383,271246.357318,-12088.858887
614140.266501,271246.627764,-12082.67334
614164.988546,271246.870041,-12076.701172
614189.664926,271247.167189,-12070.606934
614214.378341,271247.430953,-12064.719727
614239.044752,271247.745846,-12058.714844
614263.745434,271248.032234,-12052.904785
614288.401488,271248.367657,-12046.993164
614313.090483,271248.678788,-12041.287598
614337.73572,271249.041311,-12035.498047
614362.413632,271249.374899,-12029.930664
614387.040114,271249.773227,-12024.364746
614411.701471,271250.141284,-12019.017578
614436.326524,271250.547251,-12013.750488
614460.989438,271250.916526,-12008.680664
614485.622133,271251.318147,-12003.787598
614510.288116,271251.686967,-11999.001953
614534.928239,271252.078902,-11994.459961
614559.585261,271252.469102,-11989.9375
614584.216878,271252.882435,-11985.650391
614608.865353,271253.292979,-11981.280762
614633.47382,271253.76148,-11977.078125
614658.093847,271254.232647,-11972.749512
614682.681652,271254.750967,-11968.474121
614707.288386,271255.26289,-11964.084961
614731.854255,271255.831598,-11959.646973
614756.444978,271256.380935,-11955.151855
614780.988629,271256.998888,-11950.563965
614805.552607,271257.603859,-11945.993164
614830.074826,271258.266377,-11941.348633
614854.625284,271258.900665,-11936.788574
614879.127092,271259.602061,-11932.236328
614903.664599,271260.257838,-11927.781738
614928.176073,271260.943858,-11923.461426
614952.723294,271261.584209,-11919.241699
614977.262637,271262.227211,-11915.310059
615001.834157,271262.833519,-11911.417969
615026.415006,271263.421882,-11907.969238
615051.011465,271264.000386,-11904.53418
615075.635655,271264.529683,-11901.706543
615100.273483,271265.052055,-11898.812988
615124.938547,271265.526828,-11896.64209
615149.615603,271265.99244,-11894.364746
615174.340437,271266.387025,-11892.873535
615199.070418,271266.779266,-11891.229004
615223.853367,271267.093418,-11890.337402
615248.639881,271267.408395,-11889.265137
615273.475382,271267.654306,-11888.828613
615298.304799,271267.916505,-11888.168457
615323.178744,271268.120506,-11887.963867
615348.056075,271268.326872,-11887.595703
615372.95136,271268.525845,-11887.389648
615397.860179,271268.708866,-11887.068848
615422.771817,271268.912464,-11886.688477
615447.699482,271269.097581,-11886.270996
615472.62179,271269.317257,-11885.540527
615497.570111,271269.499679,-11884.928223
615522.49655,271269.7447,-11883.738281
615547.450769,271269.950447,-11882.774902
615572.399377,271270.191399,-11881.160645
615597.384872,271270.371779,-11879.90332
615622.371127,271270.577898,-11877.924316
615647.393749,271270.728447,-11876.273926
615672.407906,271270.924136,-11874.059082
615697.450661,271271.069521,-11872.181641
615722.504824,271271.229744,-11869.918945
615747.579679,271271.352239,-11867.938477
615772.680018,271271.468923,-11865.702637
615797.784345,271271.567001,-11863.838867
615822.959576,271271.591512,-11861.800781
615848.149144,271271.578034,-11860.036621
615873.420034,271271.478864,-11857.975098
615898.725177,271271.305047,-11856.408691
615924.029935,271271.184714,-11854.192871
615949.35133,271271.017639,-11852.376465
615974.663032,271270.923033,-11849.562012
615999.978309,271270.794708,-11847.270996
616025.268954,271270.767488,-11843.670898
616050.523256,271270.770432,-11840.46875
616075.811769,271270.77746,-11836.012695
616101.094109,271270.75844,-11831.867188
616126.466557,271270.649219,-11826.857422
616151.831945,271270.515649,-11822.045898
616177.242237,271270.364384,-11817.029297
616202.629634,271270.208079,-11812.112793
616228.104244,271269.964394,-11807.601563
616253.557548,271269.709391,-11803.277832
616279.111801,271269.343609,-11799.53418
616304.653631,271268.953902,-11796.121582
616330.268116,271268.499697,-11792.905273
616355.891199,271267.983512,-11790.452637
616381.6001,271267.380915,-11787.469238
616407.31643,271266.718939,-11785.475098
616433.008062,271266.142869,-11782.195313
616458.747781,271265.437414,-11780.202637
616484.425934,271264.877388,-11776.504883
616510.157196,271264.180979,-11773.908691
616535.841272,271263.607,-11769.896484
616561.557268,271262.928424,-11766.699219
616587.254516,271262.330919,-11762.993652
616612.91544,271261.734645,-11759.489746
616638.684461,271261.01678,-11756.697754
616664.384787,271260.347524,-11753.567871
616690.24931,271259.465562,-11752.340332
616716.016767,271258.677154,-11750.193359
616741.976523,271257.630817,-11750.480957
616767.840987,271256.671795,-11749.47168
616793.890151,271255.463782,-11750.946777
616819.813175,271254.389791,-11750.733887
616845.820211,271253.223555,-11752.373047
616871.697901,271252.19543,-11752.374512
616897.626273,271251.122995,-11753.388184
616923.437143,271250.174372,-11752.811523
616949.254869,271249.24295,-11752.532227
616974.990327,271248.381203,-11751.140625
617000.701299,271247.575204,-11749.783691
617026.365873,271246.791801,-11747.499512
617052.003917,271246.054817,-11745.396484
617077.618679,271245.307832,-11742.696289
617103.16976,271244.657077,-11740.444336
617128.693474,271244.005259,-11737.5
617154.174978,271243.413418,-11734.958008
617179.650294,271242.788525,-11731.933105
617205.078209,271242.231148,-11729.035645
617230.485961,271241.6712,-11725.529297
617255.807607,271241.233646,-11721.825684
617281.152118,271240.729893,-11717.881836
617306.414265,271240.34239,-11713.946777
617331.682244,271239.917134,-11709.460938
617356.89592,271239.569156,-11705.883789
617382.14143,271239.147675,-11701.982422
617407.422603,271238.673706,-11700.105469
617432.700569,271238.18494,-11697.341797
617458.053476,271237.589391,-11696.937012
617483.447731,271236.91625,-11696.272949
617508.842555,271236.246843,-11697.036621
617534.290388,271235.48863,-11697.507813
617559.604127,271234.933434,-11697.740234
617585.059395,271234.167273,-11698.703125
617610.239172,271233.813512,-11697.907715
617635.565685,271233.249423,-11697.891602
617660.61899,271233.097858,-11696.159668
617685.819587,271232.737363,-11695.071777
617710.825716,271232.682163,-11693.029785
617735.929434,271232.487266,-11691.088867
617760.921613,271232.488827,-11689.251465
617785.963465,271232.416593,-11686.77002
617810.931968,271232.508806,-11684.954102
617835.941012,271232.530212,-11682.499512
617860.90233,271232.69922,-11680.998535
617885.857122,271232.858257,-11678.328125
617910.758116,271233.180912,-11676.51416
617935.645342,271233.495097,-11673.503418
617960.392533,271234.106807,-11670.035156
617984.971938,271234.912484,-11663.665527
618009.240171,271236.270118,-11654.707031
618033.334348,271237.813418,-11642.90918
618059.297814,271239.696254,-11630.497559
618083.010012,271241.821291,-11614.833496
618106.721908,271243.994406,-11601.114258
618130.590438,271245.937704,-11588.339355
618154.572277,271247.772917,-11578.851074
618180.890447,271249.143403,-11572.166016
618205.374857,271250.322201,-11569.356445
618230.223028,271250.901453,-11570.489258
618254.929679,271251.807286,-11571.071289
618279.950437,271252.182639,-11574.740723
618304.50051,271253.327862,-11574.177246
618329.195865,271254.179151,-11574.608398
618353.574318,271255.57126,-11572.69043
618378.028938,271256.770327,-11570.806641
618402.242084,271258.393018,-11567.659668
618426.583056,271259.763557,-11564.833496
618450.873593,271261.288409,-11562.874512
618475.273482,271262.596307,-11560.930176
618499.824472,271263.785046,-11562.09082
618524.393241,271264.888581,-11561.935547
618548.973472,271266.060756,-11563.471191
618573.562629,271267.161568,-11563.43457
618598.108065,271268.405351,-11564.435547
618622.721992,271269.498543,-11564.420898
618647.23538,271270.811354,-11564.849121
618669.618136,271272.003593,-11563.923828
618691.81509,271273.480405,-11563.092285
618716.213163,271274.772798,-11561.526855
618740.421259,271276.397898,-11559.981445
618764.74863,271277.814849,-11557.783691
618788.903081,271279.578304,-11556.12207
618813.223596,271281.050252,-11554.278809
618837.362745,271282.921623,-11553.251953
618861.729533,271284.39034,-11552.487305
618885.915154,271286.303269,-11552.898438
618910.405213,271287.670597,-11554.063965
618934.7135,271289.513831,-11556.520508
618959.4255,271290.642216,-11560.574707
618983.929908,271292.300802,-11565.478027
619008.895279,271293.137473,-11572.309082
619033.649051,271294.492233,-11579.107422
619058.844666,271295.043338,-11587.892578
619083.897945,271295.948575,-11595.369629
619109.106426,271296.487832,-11604.383789
619134.093618,271297.42232,-11611.049316
619158.982169,271298.424468,-11618.875488
619183.490082,271300.171929,-11624.777344
619207.828378,271301.94301,-11630.26709
619231.433584,271305.21342,-11634.656738
619255.644666,271306.89909,-11638.043945
619279.568835,271309.137461,-11641.038086
619303.568787,271310.811117,-11642.156738
619328.566653,271309.14374,-11643.757813
619349.536725,271292.176066,-11642.023438
619349.536725,271292.176066,-11642.023438
619394.673553,271306.098383,-11645.161133
619394.673553,271306.098383,-11645.161133
619440.789169,271320.182549,-11645.25293
619440.789169,271320.182549,-11645.25293
619485.494188,271336.367932,-11639.415039
619485.494188,271336.367932,-11639.415039
619528.426517,271354.040763,-11626.59668
619659.635722,271172.77366,-12913.412109
619714.241825,271182.092709,-12921.310059
619737.550234,271185.723185,-12923.586914
619759.668167,271194.110451,-12924.369629
619782.256761,271199.347445,-12924.880371
619803.314424,271208.551998,-12924.348633
619826.106473,271212.894844,-12923.812988
619849.802756,271214.837654,-12921.850586
619872.932617,271218.319123,-12922.12793
619895.52094,271222.921045,-12921.52832
619918.654341,271226.520758,-12923.324707
619941.508192,271230.861618,-12924.557129
619964.94874,271234.021951,-12928.007813
619988.285351,271237.553774,-12931.642578
620011.942784,271240.444802,-12936.913574
620035.325107,271243.985297,-12942.500488
620059.199338,271246.571897,-12949.112305
620082.927533,271249.526823,-12956.321777
620107.026728,271251.77588,-12963.983887
620130.9422,271254.446082,-12972.178711
620155.203481,271256.440476,-12980.48584
620179.310969,271258.817259,-12989.344727
620203.708972,271260.568275,-12997.86084
620227.985746,271262.661482,-13007.013672
620252.4631,271264.225264,-13015.319336
620276.823834,271266.125792,-13024.09375
620301.325053,271267.582023,-13031.444336
620325.687741,271269.402754,-13039.016113
620350.283118,271270.682309,-13046.305176
620373.385986,271250.340353,-13056.566406
609337.610422,271260.158602,-12954.269531
609387.461286,271260.303566,-12950.833008
609412.406243,271260.336701,-12949.124023
609437.351199,271260.369835,-12947.415039
609462.28613,271260.406512,-12945.480957
609487.221062,271260.443189,-12943.546875
609512.158656,271260.467893,-12941.633301
609537.09625,271260.492597,-12939.719727
609562.035687,271260.513093,-12937.813965
609586.975125,271260.53359,-12935.908203
609611.917772,271260.547865,-12933.933105
609636.860419,271260.56214,-12931.958008
609661.79839,271260.583093,-12929.859863
609686.736361,271260.604046,-12927.761719
609711.674597,271260.622432,-12925.522949
609736.612832,271260.640818,-12923.28418
609761.555648,271260.649741,-12920.972168
609786.498463,271260.658663,-12918.660156
609811.452268,271260.646803,-12916.365723
609836.406073,271260.634944,-12914.071289
609861.377686,271260.593355,-12911.937012
609886.349299,271260.551767,-12909.802734
609911.34043,271260.47582,-12907.882324
609936.331561,271260.399873,-12905.961914
609961.334591,271260.302103,-12904.221191
609986.337622,271260.204332,-12902.480469
610011.347325,271260.09276,-12900.760742
610036.357029,271259.981187,-12899.041016
610061.366182,271259.867727,-12897.17334
610086.375336,271259.754266,-12895.305664
610111.375441,271259.655933,-12893.149414
610136.375547,271259.5576,-12890.993164
610161.371565,271259.474537,-12888.553223
610186.367584,271259.391474,-12886.113281
610211.359859,271259.323146,-12883.509766
610236.352134,271259.254818,-12880.90625
610261.35417,271259.178088,-12878.356445
610286.356207,271259.101357,-12875.806641
610311.376532,271259.001976,-12873.498047
610336.396858,271258.902596,-12871.189453
610361.444341,271258.761327,-12869.269531
610386.491823,271258.620058,-12867.349609
610411.571042,271258.430385,-12865.762695
610436.650261,271258.240713,-12864.175781
610461.750511,271258.021685,-12862.818848
610486.850761,271257.802657,-12861.461914
610511.956802,271257.576956,-12860.074707
610537.062843,271257.351255,-12858.6875
610562.161269,271257.145133,-12857.030273
610587.259695,271256.93901,-12855.373047
610612.337281,271256.780335,-12853.245117
610637.414867,271256.62166,-12851.117188
610662.464752,271256.529198,-12848.40625
610687.514637,271256.436735,-12845.695313
610712.537701,271256.415566,-12842.42041
610737.560765,271256.394397,-12839.145508
610762.563823,271256.439947,-12835.404297
610787.566882,271256.485498,-12831.663086
610812.556849,271256.586293,-12827.616211
610837.546817,271256.687089,-12823.569336
610862.534451,271256.825135,-12819.317871
610887.522086,271256.963181,-12815.066406
610912.502976,271257.141508,-12810.637695
610937.483867,271257.319834,-12806.208984
610962.449309,271257.553496,-12801.433105
610987.414752,271257.787157,-12796.657227
611012.350494,271258.099473,-12791.259766
611037.286236,271258.411789,-12785.862305
611062.16287,271258.851234,-12779.466309
611087.039504,271259.29068,-12773.070313
611111.839453,271259.885659,-12765.40625
611136.639402,271260.480638,-12757.742188
611161.34949,271261.250153,-12748.707031
611186.059578,271262.019669,-12739.671875
611210.695485,271262.931818,-12729.48877
611235.331392,271263.843966,-12719.305664
611259.918554,271264.85176,-12708.458008
611284.505716,271265.859555,-12697.610352
611309.089928,271266.881618,-12686.778809
611333.674141,271267.903682,-12675.947266
611358.297863,271268.859651,-12665.79834
611382.921586,271269.815619,-12655.649414
611407.60523,271270.654315,-12646.664063
611432.288874,271271.493011,-12637.678711
611457.047039,271272.177974,-12630.081055
611481.805203,271272.862937,-12622.483398
611506.631165,271273.39364,-12616.236816
611531.457127,271273.924344,-12609.990234
611556.349211,271274.298942,-12604.96582
611581.241295,271274.67354,-12599.941406
611606.202415,271274.885911,-12596.102051
611631.163535,271275.098282,-12592.262695
611656.193921,271275.152825,-12589.654297
611681.224306,271275.207369,-12587.045898
611706.341185,271275.073534,-12585.852051
611731.458064,271274.939699,-12584.658203
611756.671657,271274.600783,-12585.010742
611781.885251,271274.261868,-12585.363281
611807.175955,271273.73368,-12587.12793
611832.46666,271273.205493,-12588.892578
611857.800457,271272.540096,-12591.619141
611883.134255,271271.8747,-12594.345703
611908.468614,271271.14887,-12597.346191
611933.802972,271270.423041,-12600.34668
611959.08288,271269.748597,-12602.699219
611984.362788,271269.074153,-12605.051758
612009.556371,271268.547929,-12606.023438
612034.749954,271268.021704,-12606.995117
612059.833554,271267.70732,-12606.081543
612084.917155,271267.392935,-12605.167969
612109.877856,271267.299699,-12602.284668
612134.838558,271267.206463,-12599.401367
612159.682577,271267.314886,-12594.714844
612184.526597,271267.423309,-12590.02832
612209.277284,271267.678908,-12583.987305
612234.027971,271267.934507,-12577.946289
612258.716168,271268.274533,-12571.037109
612283.404365,271268.614559,-12564.12793
612308.070329,271268.971723,-12556.860352
612332.736293,271269.328888,-12549.592773
612357.411673,271269.648311,-12542.392578
612382.087053,271269.967735,-12535.192383
612406.790459,271270.208926,-12528.416992
612431.493866,271270.450117,-12521.641602
612456.242054,271270.579215,-12515.516602
612480.990242,271270.708314,-12509.391602
612505.780732,271270.721498,-12504.027344
612530.571222,271270.734681,-12498.663086
612555.409533,271270.632354,-12493.988281
612580.247843,271270.530027,-12489.313477
612605.119646,271270.347282,-12485.091797
612629.99145,271270.164537,-12480.870117
612654.862633,271269.955428,-12476.712402
612679.733816,271269.746318,-12472.554688
612704.580776,271269.562978,-12468.003418
612729.427735,271269.379638,-12463.452148
612754.216921,271269.279817,-12458.106445
612779.006106,271269.179996,-12452.760742
612803.73165,271269.198683,-12446.368652
612828.457193,271269.21737,-12439.976563
612853.111524,271269.357584,-12432.510742
612877.765856,271269.497798,-12425.044922
612902.36226,271269.740941,-12416.689453
612926.958665,271269.984083,-12408.333984
612951.525428,271270.27778,-12399.500977
612976.092191,271270.571476,-12390.667969
613000.662499,271270.862241,-12381.788086
613025.232807,271271.153006,-12372.908203
613049.836618,271271.382996,-12364.464355
613074.440429,271271.612987,-12356.020508
613099.096704,271271.752575,-12348.324707
613123.75298,271271.892163,-12340.628906
613148.470505,271271.926885,-12333.845703
613173.18803,271271.961606,-12327.0625
613197.967597,271271.885577,-12321.159668
613222.747165,271271.809548,-12315.256836
613247.578929,271271.642872,-12310.051758
613272.410693,271271.476196,-12304.84668
613297.271551,271271.25845,-12300.020996
613322.13241,271271.040704,-12295.195313
613346.997506,271270.822345,-12290.436523
613371.862603,271270.603985,-12285.677734
613396.709899,271270.428073,-12280.649414
613421.557194,271270.252161,-12275.621094
613446.375796,271270.135013,-12270.144043
613471.194398,271270.017866,-12264.666992
613495.983448,271269.968294,-12258.651855
613520.772499,271269.918722,-12252.636719
613545.539512,271269.938491,-12246.144531
613570.306525,271269.95826,-12239.652344
613595.056027,271270.030495,-12232.82373
613619.805529,271270.10273,-12225.995117
613644.543475,271270.218097,-12219.012207
613669.28142,271270.333463,-12212.029297
613694.023229,271270.458007,-12205.055176
613718.765039,271270.582551,-12198.081055
613743.518554,271270.697057,-12191.209961
613768.27207,271270.811563,-12184.338867
613793.036028,271270.922242,-12177.609375
613817.799986,271271.032922,-12170.879883
613842.572238,271271.142804,-12164.283691
613867.34449,271271.252685,-12157.6875
613892.110779,271271.383893,-12151.200195
613916.877068,271271.515101,-12144.712891
613941.646354,271271.648593,-12138.332031
613966.41564,271271.782085,-12131.951172
613991.181298,271271.927546,-12125.664551
614015.946957,271272.073006,-12119.37793
614040.702828,271272.236508,-12113.19873
614065.4587,271272.40001,-12107.019531
614090.202267,271272.594108,-12100.94043
614114.945833,271272.788206,-12094.861328
614139.667878,271273.030483,-12088.88916
614164.389923,271273.27276,-12082.916992
614189.103338,271273.536524,-12077.029785
614213.816752,271273.800288,-12071.142578
614238.517434,271274.086676,-12065.33252
614263.218116,271274.373064,-12059.522461
614287.907111,271274.684196,-12053.816895
614312.596107,271274.995327,-12048.111328
614337.274019,271275.328915,-12042.543945
614361.951931,271275.662503,-12036.976563
614386.613288,271276.03056,-12031.629395
614411.274645,271276.398617,-12026.282227
614435.937559,271276.767891,-12021.212402
614460.600474,271277.137166,-12016.142578
614485.266457,271277.505985,-12011.356934
614509.932441,271277.874805,-12006.571289
614534.589463,271278.265006,-12002.048828
614559.246485,271278.655206,-11997.526367
614583.89496,271279.06575,-11993.156738
614608.543435,271279.476294,-11988.787109
614633.163463,271279.94746,-11984.458496
614657.78349,271280.418627,-11980.129883
614682.390224,271280.930549,-11975.740723
614706.996959,271281.442472,-11971.351563
614731.587681,271281.991809,-11966.856445
614756.178403,271282.541146,-11962.361328
614780.742381,271283.146118,-11957.790527
614805.306359,271283.751089,-11953.219727
614829.856817,271284.385377,-11948.659668
614854.407275,271285.019666,-11944.099609
614878.944782,271285.675443,-11939.64502
614903.482289,271286.331219,-11935.19043
614928.029509,271286.971571,-11930.970703
614952.57673,271287.611922,-11926.750977
614977.14825,271288.21823,-11922.858887
615001.719771,271288.824538,-11918.966797
615026.316229,271289.403042,-11915.531738
615050.912688,271289.981546,-11912.09668
615075.550515,271290.503918,-11909.203125
615100.188342,271291.02629,-11906.30957
615124.865399,271291.491902,-11904.032227
615149.542455,271291.957514,-11901.754883
615174.272436,271292.349755,-11900.110352
615199.002416,271292.741995,-11898.46582
615223.788931,271293.056972,-11897.393555
615248.575445,271293.371949,-11896.321289
615273.404862,271293.634149,-11895.661133
615298.234278,271293.896348,-11895.000977
615323.111609,271294.102715,-11894.632813
615347.98894,271294.309081,-11894.264648
615372.89776,271294.492102,-11893.943848
615397.806579,271294.675123,-11893.623047
615422.734245,271294.86024,-11893.205566
615447.661911,271295.045356,-11892.788086
615472.610232,271295.227779,-11892.175781
